n	f_n
1.186200e+04	4.837929e-05
1.187300e+04	4.837929e-05
1.194200e+04	4.837929e-05
1.226200e+04	4.837929e-05
1.226600e+04	4.837929e-05
1.232000e+04	4.837929e-05
1.236700e+04	4.837929e-05
1.239600e+04	4.837929e-05
1.269200e+04	4.837929e-05
1.303800e+04	4.837929e-05
1.305600e+04	4.837929e-05
1.322300e+04	4.837929e-05
1.334300e+04	4.837929e-05
1.341100e+04	4.837929e-05
1.348300e+04	4.837929e-05
1.359200e+04	4.837929e-05
1.364800e+04	4.837929e-05
1.369200e+04	4.837929e-05
1.390500e+04	4.837929e-05
1.430700e+04	4.837929e-05
1.520100e+04	4.837929e-05
1.527400e+04	4.837929e-05
1.537900e+04	4.837929e-05
1.548900e+04	4.837929e-05
1.552900e+04	4.837929e-05
1.553600e+04	4.837929e-05
1.561800e+04	4.837929e-05
1.563500e+04	4.837929e-05
1.582700e+04	4.837929e-05
1.587700e+04	4.837929e-05
1.588200e+04	4.837929e-05
1.651000e+04	4.837929e-05
1.673900e+04	4.837929e-05
1.716500e+04	4.837929e-05
1.719100e+04	4.837929e-05
1.742000e+04	4.837929e-05
1.787600e+04	4.837929e-05
1.819700e+04	4.837929e-05
1.843200e+04	4.837929e-05
1.865800e+04	4.837929e-05
1.870900e+04	4.837929e-05
1.883000e+04	4.837929e-05
1.917200e+04	4.837929e-05
1.919600e+04	4.837929e-05
1.964800e+04	4.837929e-05
2.032800e+04	4.837929e-05
2.049800e+04	4.837929e-05
2.061000e+04	4.837929e-05
2.174700e+04	4.837929e-05
2.217000e+04	4.837929e-05
2.301700e+04	4.837929e-05
2.371500e+04	4.837929e-05
2.441800e+04	4.837929e-05
2.450900e+04	4.837929e-05
2.454600e+04	4.837929e-05
2.541600e+04	4.837929e-05
2.544800e+04	4.837929e-05
2.552600e+04	4.837929e-05
2.577300e+04	4.837929e-05
2.615600e+04	4.837929e-05
2.667900e+04	4.837929e-05
2.712500e+04	4.837929e-05
2.727300e+04	4.837929e-05
2.731500e+04	4.837929e-05
2.871600e+04	4.837929e-05
2.973500e+04	4.837929e-05
3.090100e+04	4.837929e-05
3.214200e+04	4.837929e-05
3.513100e+04	4.837929e-05
3.746500e+04	4.837929e-05
3.904500e+04	4.837929e-05
3.992200e+04	4.837929e-05
4.034800e+04	4.837929e-05
4.239800e+04	4.837929e-05
4.462500e+04	4.837929e-05
4.636100e+04	4.837929e-05
5.093100e+04	4.837929e-05
5.342500e+04	4.837929e-05
5.483400e+04	4.837929e-05
5.609400e+04	4.837929e-05
5.646400e+04	4.837929e-05
5.723900e+04	4.837929e-05
6.088200e+04	4.837929e-05
6.512700e+04	4.837929e-05
7.033800e+04	4.837929e-05
7.524800e+04	4.837929e-05
1.017800e+05	4.837929e-05
2.421360e+05	4.837929e-05
